product_title,product_price,product_image,product_hyperlink
"$8.16
each
($0.51 / oz)
H-E-B 100% Pure Extra Lean Ground Beef, 96% Lean, 1 lb
In Meat Market on the Right Wall",$8.16,https://images.heb.com/is/image/HEBGrocery/prd-small/000312961.jpg?v=1,https://www.heb.com/product-detail/h-e-b-100-pure-extra-lean-ground-beef-96-lean/312961
"$0.75
each
($0.60 / oz)
H-E-B Taco Seasoning Mix, 1.25 oz
Aisle 4",$0.75,https://images.heb.com/is/image/HEBGrocery/prd-small/000706450.jpg?v=1,https://www.heb.com/product-detail/h-e-b-taco-seasoning-mix/706450
"$0.88
each
($0.06 / oz)
H-E-B Whole Kernel Corn, 15.25 oz
Aisle 6",$0.88,https://images.heb.com/is/image/HEBGrocery/prd-small/000125338.jpg?v=1,https://www.heb.com/product-detail/h-e-b-whole-kernel-corn/125338
"$0.48
each
Fresh Cilantro, Each
In Produce on the Right Wall",$0.48,https://images.heb.com/is/image/HEBGrocery/prd-small/000325175.jpg?v=1,https://www.heb.com/product-detail/fresh-cilantro/325175
"$4.98
each
H-E-B Pico de Gallo - Mild, 14 oz
In Produce on the Front Wall",$4.98,https://images.heb.com/is/image/HEBGrocery/prd-small/002159976.jpg?v=1,https://www.heb.com/product-detail/h-e-b-pico-de-gallo-mild/2159976
"Coupon
$1.77
each
($0.06 / oz)
H-E-B Enriched Long Grain White Rice, 2 lbs
Aisle 4",$1.77,https://images.heb.com/is/image/HEBGrocery/prd-small/000127178.jpg?v=1,https://www.heb.com/product-detail/h-e-b-enriched-long-grain-white-rice/127178
"$2.48
each
($0.10 / oz)
H-E-B Burrito Grande Flour Tortillas, 10 ct
Aisle 2",$2.48,https://images.heb.com/is/image/HEBGrocery/prd-small/000324976.jpg?v=1,https://www.heb.com/product-detail/h-e-b-burrito-grande-flour-tortillas/324976
"$6.99
each
H-E-B Deli Filled Tortelloni Pasta – Ricotta & Spinach - Family Size, 24 oz",$6.99,https://images.heb.com/is/image/HEBGrocery/prd-small/002093945.jpg?v=1,https://www.heb.com/product-detail/h-e-b-deli-filled-tortelloni-pasta-ndash-ricotta-spinach-family-size/2093945
"$4.19
each
H-E-B Ground Pork Italian Sausage - Mild, Avg. 1.05 lbs",$4.19,https://images.heb.com/is/image/HEBGrocery/prd-small/000938524.jpg?v=1,https://www.heb.com/product-detail/h-e-b-ground-pork-italian-sausage-mild/938524
"Sale
$2.98
$2.68
each
H-E-B Chicken Broth, 48 oz",$2.98,https://images.heb.com/is/image/HEBGrocery/prd-small/002229429.jpg?v=1,https://www.heb.com/product-detail/h-e-b-chicken-broth/2229429
"$0.86
each
H-E-B Tomato Paste, 6 oz",$0.86,https://images.heb.com/is/image/HEBGrocery/prd-small/000126326.jpg?v=1,https://www.heb.com/product-detail/h-e-b-tomato-paste/126326
"$2.78
each
H-E-B Parmesan Shredded Cheese, 6 oz",$2.78,https://images.heb.com/is/image/HEBGrocery/prd-small/000593979.jpg?v=1,https://www.heb.com/product-detail/h-e-b-parmesan-shredded-cheese/593979
"$3.98
each
H-E-B Fresh Chopped Celery & Onion, 7 oz",$3.98,https://images.heb.com/is/image/HEBGrocery/prd-small/000593988.jpg?v=1,https://www.heb.com/product-detail/h-e-b-fresh-chopped-celery-onion/593988
"$4.88
each
($0.24 / ct)
H-E-B Bakery Flour Tortillas, 20 ct
Back Edge of Bakery",$4.88,https://images.heb.com/is/image/HEBGrocery/prd-small/000465325.jpg?v=1,https://www.heb.com/product-detail/h-e-b-bakery-flour-tortillas/465325
"$3.22
each
($0.27 / ct)
H-E-B Grade AA Cage Free Large Brown Eggs, 12 ct
In Dairy on the Back Wall",$3.22,https://images.heb.com/is/image/HEBGrocery/prd-small/001011641.jpg?v=1,https://www.heb.com/product-detail/h-e-b-grade-aa-cage-free-large-brown-eggs/1011641
"Coupon
$4.99
each
($0.42 / oz)
H-E-B Original Thick Cut Bacon, 12 oz
On the Left Edge of Meat Market",$4.99,https://images.heb.com/is/image/HEBGrocery/prd-small/000125497.jpg?v=1,https://www.heb.com/product-detail/h-e-b-original-thick-cut-bacon/125497
"$2.29
each
($0.13 / oz)
H-E-B Mi Tienda Frijoles Pintos Refritos Refried Beans, 17.6 oz
Front Edge of Deli",$2.29,https://images.heb.com/is/image/HEBGrocery/prd-small/001705165.jpg?v=1,https://www.heb.com/product-detail/h-e-b-mi-tienda-frijoles-pintos-refritos-refried-beans/1705165
"$3.68
each
($0.12 / oz)
H-E-B Frozen Diced Breakfast Potatoes, 32 oz
Aisle 60",$3.68,https://images.heb.com/is/image/HEBGrocery/prd-small/009250009.jpg?v=1,https://www.heb.com/product-detail/h-e-b-frozen-diced-breakfast-potatoes/9250009
"$2.18
each
($0.14 / oz)
H-E-B Mixla Corn & Flour Blend Tortillas, 12 ct
Aisle 2",$2.18,https://images.heb.com/is/image/HEBGrocery/prd-small/001753415.jpg?v=1,https://www.heb.com/product-detail/h-e-b-mixla-corn-flour-blend-tortillas/1753415
"Coupon
$3.99
$3.79
each
($0.24 / oz)
H-E-B Premium Pork Breakfast Sausage - Regular, 16 oz
On the Left Edge of Meat Market",$3.99,https://images.heb.com/is/image/HEBGrocery/prd-small/000125548.jpg?v=1,https://www.heb.com/product-detail/h-e-b-premium-pork-breakfast-sausage-regular/125548
"$5.29
each
($0.35 / oz)
H-E-B Diced Potato Breakfast Skillet – Veggie, 15 oz
On the Left Edge of Meat Market",$5.29,https://images.heb.com/is/image/HEBGrocery/prd-small/010488528.jpg?v=1,https://www.heb.com/product-detail/h-e-b-diced-potato-breakfast-skillet-veggie/10488528
"$7.57
each
($1.51 / ct)
H-E-B Fresh Hass Avocados, 5 ct
In Produce",$7.57,https://images.heb.com/is/image/HEBGrocery/prd-small/006180070.jpg?v=1,https://www.heb.com/product-detail/h-e-b-fresh-hass-avocados/6180070
"Coupon
$2.58
each
($0.26 / ct)
H-E-B Bakery Butter Flour Tortillas, 10 ct
Back Edge of Bakery",$2.58,https://images.heb.com/is/image/HEBGrocery/prd-small/000411475.jpg?v=1,https://www.heb.com/product-detail/h-e-b-bakery-butter-flour-tortillas/411475
"$2.49
each
($0.14 / oz)
H-E-B Mi Tienda Frijoles con Chorizo Refried Pinto Beans, 17.6 oz
Front Edge of Deli",$2.49,https://images.heb.com/is/image/HEBGrocery/prd-small/003038076.jpg?v=1,https://www.heb.com/product-detail/h-e-b-mi-tienda-frijoles-con-chorizo-refried-pinto-beans/3038076
"Add H-E-B Colby & Monterey Jack Cheese Sticks, 12 ct to list",$3.46,https://images.heb.com/is/image/HEBGrocery/prd-small/001890517.jpg?v=1,https://www.heb.com/product-detail/h-e-b-colby-monterey-jack-cheese-sticks-12-ct/1890517
"$0.89
each
($0.06 / oz)
H-E-B Fresh Baby Carrots, 1 lb
In Produce on the Front Wall",$0.89,https://images.heb.com/is/image/HEBGrocery/prd-small/004833574.jpg?v=1,https://www.heb.com/product-detail/h-e-b-fresh-baby-carrots/4833574
"$6.89
each
($3.28 / lb)
H-E-B Premium Fresh Seedless Red Grapes, Avg. 2.1 lbs
In Produce on the Front Wall",$6.89,https://images.heb.com/is/image/HEBGrocery/prd-small/003835008.jpg?v=1,https://www.heb.com/product-detail/h-e-b-premium-fresh-seedless-red-grapes/3835008
"$4.94
each
($3.98 / lb)
H-E-B Fresh Peeled Whole Mandarin Oranges - Large, Avg. 1.24 lbs
In Produce on the Front Wall",$4.94,https://images.heb.com/is/image/HEBGrocery/prd-small/004470010.jpg?v=1,https://www.heb.com/product-detail/h-e-b-fresh-peeled-whole-mandarin-oranges-large/4470010
Add Hill Country Fare Fruit & Grain Cereal Bars - Strawberry to list,$2.27,https://images.heb.com/is/image/HEBGrocery/prd-small/001961691.jpg?v=1,https://www.heb.com/product-detail/hill-country-fare-fruit-grain-cereal-bars-strawberry/1961691
"Coupon
$1.98
each
($0.13 / oz)
H-E-B Low Fat Mini Pretzel Twists, 15 oz
Aisle 11",$1.98,https://images.heb.com/is/image/HEBGrocery/prd-small/000599508.jpg?v=1,https://www.heb.com/product-detail/h-e-b-low-fat-mini-pretzel-twists/599508
"$3.89
each
($0.39 / oz)
H-E-B Low Moisture Part-Skim Mozzarella String Cheese, 12 ct, 10 oz
In Meat Market on the Back Wall",$3.89,https://images.heb.com/is/image/HEBGrocery/prd-small/001894949.jpg?v=1,https://www.heb.com/product-detail/h-e-b-low-moisture-part-skim-mozzarella-string-cheese-12-ct/1894949
"$6.96
each
($3.48 / lb)
H-E-B Premium Fresh Seedless White Grapes, Avg. 2.0 lbs
In Produce on the Front Wall",$6.96,https://images.heb.com/is/image/HEBGrocery/prd-small/003835007.jpg?v=1,https://www.heb.com/product-detail/h-e-b-premium-fresh-seedless-white-grapes/3835007
"$3.98
each
($0.22 / ct)
H-E-B Chewy Bars Variety Pack, 18 ct
Aisle 9",$3.98,https://images.heb.com/is/image/HEBGrocery/prd-small/001605333.jpg?v=1,https://www.heb.com/product-detail/h-e-b-chewy-bars-variety-pack/1605333
"$5.48
each
($0.27 / ct)
H-E-B Fruit Strips Fruit Snacks - Strawberry, 20 ct
Aisle 9",$5.48,https://images.heb.com/is/image/HEBGrocery/prd-small/004118005.jpg?v=1,https://www.heb.com/product-detail/h-e-b-fruit-strips-fruit-snacks-strawberry/4118005
"$1.98
each
($0.40 / oz)
H-E-B Chicharrones Pork Rinds - Chile Lime, 5 oz
Aisle 11",$1.98,https://images.heb.com/is/image/HEBGrocery/prd-small/001031619.jpg?v=1,https://www.heb.com/product-detail/h-e-b-chicharrones-pork-rinds-chile-lime/1031619
"Coupon
$5.98
each
($0.50 / oz)
H-E-B Cheddar Lone Stars Baked Snack Crackers 1 oz Bags, 12 ct
Aisle 10",$5.98,https://images.heb.com/is/image/HEBGrocery/prd-small/008703506.jpg?v=1,https://www.heb.com/product-detail/h-e-b-cheddar-lone-stars-baked-snack-crackers-1-oz-bags/8703506
"$14.22
each
($4.99 / lb)
H-E-B Natural Boneless Chicken Breasts, Avg. 2.85 lbs
In Meat Market on the Back Wall",$14.22,https://images.heb.com/is/image/HEBGrocery/prd-small/001767797.jpg?v=1,https://www.heb.com/product-detail/h-e-b-natural-boneless-chicken-breasts/1767797
"$3.74
each
($0.16 / oz)
Fresh Baby Gold Potatoes, 1.5 lb bag
In Produce",$3.74,https://images.heb.com/is/image/HEBGrocery/prd-small/001530771.jpg?v=1,https://www.heb.com/product-detail/fresh-baby-gold-potatoes/1530771
"$3.47
each
($0.22 / oz)
H-E-B Fresh Sweet Potato Cubes, 16 oz
In Produce on the Front Wall",$3.47,https://images.heb.com/is/image/HEBGrocery/prd-small/001006895.jpg?v=1,https://www.heb.com/product-detail/h-e-b-fresh-sweet-potato-cubes/1006895
"$8.98
each
($0.28 / oz)
H-E-B Frozen Sheet Pan Meal - Rosemary Chicken, 32 oz
Aisle 58",$8.98,https://images.heb.com/is/image/HEBGrocery/prd-small/008620502.jpg?v=1,https://www.heb.com/product-detail/h-e-b-frozen-sheet-pan-meal-rosemary-chicken/8620502
"$5.99
each
($0.50 / oz)
H-E-B Texas Heritage Beef Smoked Sausage, 12 oz
On the Left Edge of Meat Market",$5.99,https://images.heb.com/is/image/HEBGrocery/prd-small/001670954.jpg?v=1,https://www.heb.com/product-detail/h-e-b-texas-heritage-beef-smoked-sausage/1670954
"$3.68
each
($1.23 / ct)
H-E-B Fresh Sunrise Bell Peppers, 3 ct
In Produce",$3.68,https://images.heb.com/is/image/HEBGrocery/prd-small/004915011.jpg?v=1,https://www.heb.com/product-detail/h-e-b-fresh-sunrise-bell-peppers/4915011
"$2.47
each
($0.21 / oz)
H-E-B Fresh Steamable Broccoli Florets, 12 oz
In Produce on the Front Wall",$2.47,https://images.heb.com/is/image/HEBGrocery/prd-small/001742409.jpg?v=1,https://www.heb.com/product-detail/h-e-b-fresh-steamable-broccoli-florets/1742409
"$3.98
each
($0.17 / oz)
Fresh Baby Potato Medley, 1.5 lb Bag
In Produce",$3.98,https://images.heb.com/is/image/HEBGrocery/prd-small/001632905.jpg?v=1,https://www.heb.com/product-detail/fresh-baby-potato-medley/1632905
"$11.77
lb
($0.74 / oz)
H-E-B Responsibly Raised Fresh Atlantic Salmon Fillet, lb
In Seafood on the Right Wall",$11.77,https://images.heb.com/is/image/HEBGrocery/prd-small/003608031.jpg?v=1,https://www.heb.com/product-detail/h-e-b-responsibly-raised-fresh-atlantic-salmon-fillet/3608031
"$3.51
each
($3.19 / lb)
Fresh Asparagus Bunch, Avg. 1.1 lbs
In Produce on the Right Wall",$3.51,https://images.heb.com/is/image/HEBGrocery/prd-small/000319073.jpg?v=1,https://www.heb.com/product-detail/fresh-asparagus-bunch/319073
"$8.28
each
($0.49 / fl oz)
H-E-B Extra Virgin Olive Oil, 17 oz
Aisle 7",$8.28,https://images.heb.com/is/image/HEBGrocery/prd-small/000127074.jpg?v=1,https://www.heb.com/product-detail/h-e-b-extra-virgin-olive-oil/127074
"$2.07
each
($0.17 / oz)
H-E-B Fresh Sweet Petite Baby Carrots, 12 oz
In Produce on the Front Wall",$2.07,https://images.heb.com/is/image/HEBGrocery/prd-small/004833592.jpg?v=1,https://www.heb.com/product-detail/h-e-b-fresh-sweet-petite-baby-carrots/4833592
Add H-E-B Brand Shop Bakery Flour Tortilla Throw Blanket to list,$16.00,https://images.heb.com/is/image/HEBGrocery/prd-small/015015021.jpg?v=1,https://www.heb.com/product-detail/h-e-b-brand-shop-bakery-flour-tortilla-throw-blanket/15015021
Add H-E-B Brand Shop H-E-B Partner Nutcracker to list,$18.00,https://images.heb.com/is/image/HEBGrocery/prd-small/015383172.jpg?v=1,https://www.heb.com/product-detail/h-e-b-brand-shop-h-e-b-partner-nutcracker/15383172
Add H-E-B Brand Shop Partner Nutcracker to list,$18.00,https://images.heb.com/is/image/HEBGrocery/prd-small/015383140.jpg?v=1,https://www.heb.com/product-detail/h-e-b-brand-shop-partner-nutcracker/15383140
Add H-E-B Brand Shop Bakery Flour Tortilla Puzzle to list,$5.00,https://images.heb.com/is/image/HEBGrocery/prd-small/015249012.jpg?v=1,https://www.heb.com/product-detail/h-e-b-brand-shop-bakery-flour-tortilla-puzzle/15249012
Add H-E-B Brand Shop Shopping Cart Ornament to list,$7.00,https://images.heb.com/is/image/HEBGrocery/prd-small/015208060.jpg?v=1,https://www.heb.com/product-detail/h-e-b-brand-shop-shopping-cart-ornament/15208060
Add H-E-B Brand Shop H-E-B Creamy Creations Double-Sided Blanket to list,$20.00,https://images.heb.com/is/image/HEBGrocery/prd-small/015454044.jpg?v=1,https://www.heb.com/product-detail/h-e-b-brand-shop-h-e-b-creamy-creations-double-sided-blanket/15454044
"$6.49
each
($0.54 / oz)
Meal Simple by H-E-B Cilantro Jalapeno Lime Chicken & Rice Bowl, 12 oz
Back Edge of Meal Simple",$6.49,https://images.heb.com/is/image/HEBGrocery/prd-small/015338027.jpg?v=1,https://www.heb.com/product-detail/meal-simple-by-h-e-b-cilantro-jalapeno-lime-chicken-rice-bowl/15338027
"Coupon
$7.49
each
($0.62 / oz)
Meal Simple by H-E-B Holiday Pork Tamale with Mexican Style Rice & Beans, 12 oz
Back Edge of Meal Simple",$7.49,https://images.heb.com/is/image/HEBGrocery/prd-small/015850038.jpg?v=1,https://www.heb.com/product-detail/meal-simple-by-h-e-b-holiday-pork-tamale-with-mexican-style-rice-beans/15850038
"Coupon
$11.99
each
($7.99 / lb)
Meal Simple by H-E-B Smoked Chicken Biscuit Pot Pie, Avg. 1.5 lbs
Back Edge of Meal Simple",$11.99,https://images.heb.com/is/image/HEBGrocery/prd-small/015861017.jpg?v=1,https://www.heb.com/product-detail/meal-simple-by-h-e-b-smoked-chicken-biscuit-pot-pie/15861017
"$7.99
each
($0.67 / oz)
Meal Simple by H-E-B Beef Chili with Corn Chips, 12 oz
Back Edge of Meal Simple",$7.99,https://images.heb.com/is/image/HEBGrocery/prd-small/015539042.jpg?v=1,https://www.heb.com/product-detail/meal-simple-by-h-e-b-beef-chili-with-corn-chips/15539042
"$7.49
each
($0.62 / oz)
Meal Simple by H-E-B Marry Me Chicken Bowl, 12 oz
Back Edge of Meal Simple",$7.49,https://images.heb.com/is/image/HEBGrocery/prd-small/015338592.jpg?v=1,https://www.heb.com/product-detail/meal-simple-by-h-e-b-marry-me-chicken-bowl/15338592
"$7.49
each
($0.65 / oz)
Meal Simple by H-E-B Fully Loaded Baked Potato, 11.5 oz
Back Edge of Meal Simple",$7.49,https://images.heb.com/is/image/HEBGrocery/prd-small/014050011.jpg?v=1,https://www.heb.com/product-detail/meal-simple-by-h-e-b-fully-loaded-baked-potato/14050011
"$8.99
each
($0.82 / oz)
Meal Simple by H-E-B Roasted Turkey, Mashed Potatoes & Stuffing, 11 oz
Back Edge of Meal Simple",$8.99,https://images.heb.com/is/image/HEBGrocery/prd-small/010639067.jpg?v=1,https://www.heb.com/product-detail/meal-simple-by-h-e-b-roasted-turkey-mashed-potatoes-stuffing/10639067
"$7.49
each
($0.60 / oz)
Meal Simple by H-E-B Cheese Enchiladas with Rice & Black Beans, 12.5 oz
Back Edge of Meal Simple",$7.49,https://images.heb.com/is/image/HEBGrocery/prd-small/015482525.jpg?v=1,https://www.heb.com/product-detail/meal-simple-by-h-e-b-cheese-enchiladas-with-rice-black-beans/15482525
"$7.49
each
($0.65 / oz)
Meal Simple by H-E-B Smoked Beef Brisket & Pulled Pork Southwest Style Rice Bowl, 11.5 oz
Back Edge of Meal Simple",$7.49,https://images.heb.com/is/image/HEBGrocery/prd-small/015338597.jpg?v=1,https://www.heb.com/product-detail/meal-simple-by-h-e-b-smoked-beef-brisket-pulled-pork-southwest-style-rice-bowl/15338597
"$7.49
each
($0.62 / oz)
Meal Simple by H-E-B BBQ Pulled Pork & Jalapeno Cream Corn, 12 oz
Back Edge of Meal Simple",$7.49,https://images.heb.com/is/image/HEBGrocery/prd-small/015482527.jpg?v=1,https://www.heb.com/product-detail/meal-simple-by-h-e-b-bbq-pulled-pork-jalapeno-cream-corn/15482527
"$6.99
each
($0.70 / oz)
Meal Simple by H-E-B Tater Tot Casserole, 10 oz
Back Edge of Meal Simple",$6.99,https://images.heb.com/is/image/HEBGrocery/prd-small/015482526.jpg?v=1,https://www.heb.com/product-detail/meal-simple-by-h-e-b-tater-tot-casserole/15482526
